200	2	7.237133333333333E-7	1.0199000000000002E-7	
200	3	1.4576933333333334E-6	1.2031999999999998E-7	
200	4	1.27258E-6	1.5506000000000001E-7	
200	5	1.92671E-6	1.8628333333333332E-7	
200	6	1.6495666666666666E-6	2.3855000000000003E-7	
200	7	2.32786E-6	2.967433333333333E-7	
200	8	2.0900066666666667E-6	3.888366666666666E-7	
200	9	3.08039E-6	4.902533333333332E-7	
200	10	2.6412533333333338E-6	6.3813E-7	
200	11	3.44509E-6	7.091699999999999E-7	
200	12	2.7704533333333333E-6	7.921566666666666E-7	
200	13	3.703653333333333E-6	9.363099999999998E-7	
200	14	3.3737E-6	1.2268166666666668E-6	
200	15	5.04061E-6	1.5873699999999998E-6	
200	16	4.681936666666666E-6	1.9021166666666667E-6	
200	17	6.135853333333334E-6	2.2796566666666667E-6	
200	18	5.614740000000001E-6	2.6282966666666665E-6	
200	19	7.428979999999999E-6	3.0221366666666662E-6	
200	20	6.81782E-6	3.6075599999999997E-6	
200	21	8.998889999999999E-6	4.129126666666667E-6	
200	22	7.9649E-6	4.673296666666667E-6	
200	23	1.0778470000000002E-5	5.2990000000000004E-6	
200	24	1.0015183333333334E-5	6.04314E-6	
200	25	1.4176210000000002E-5	6.599263333333334E-6	
200	26	1.0171153333333333E-5	6.683753333333334E-6	
200	27	1.1545736666666667E-5	6.7728600000000006E-6	
200	28	1.1658056666666667E-5	8.01638E-6	
200	29	1.365687E-5	8.580556666666666E-6	
200	30	1.3547356666666664E-5	1.0180493333333332E-5	
200	31	1.525699E-5	1.0231806666666667E-5	
200	32	1.5162286666666665E-5	1.1546376666666667E-5	
200	33	1.7339486666666664E-5	1.1946219999999999E-5	
200	34	1.8548586666666665E-5	1.3973826666666669E-5	
200	35	2.1626559999999998E-5	1.5688530000000003E-5	
200	36	1.771956E-5	1.4538083333333334E-5	
200	37	2.153234333333333E-5	1.6705093333333334E-5	
200	38	2.138898333333333E-5	1.848474E-5	
200	39	2.3829216666666665E-5	1.9100420000000002E-5	
200	40	3.307408666666667E-5	2.0150673333333336E-5	
200	41	2.906870666666666E-5	2.3100686666666665E-5	
200	42	2.5266613333333335E-5	2.285718E-5	
200	43	3.0368423333333335E-5	2.4768836666666667E-5	
200	44	2.9713823333333336E-5	2.6944343333333326E-5	
200	45	3.5818206666666665E-5	3.376459666666667E-5	
200	46	3.477591333333333E-5	3.32754E-5	
200	47	3.988553E-5	3.543235333333334E-5	
200	48	3.869367E-5	3.708639E-5	
200	49	4.380127333333333E-5	3.990052E-5	
200	50	4.3308280000000005E-5	4.345124666666666E-5	
200	51	5.556729333333333E-5	5.019525000000001E-5	
200	52	4.946323666666667E-5	4.9041419999999996E-5	
200	53	5.250376999999999E-5	4.827766333333333E-5	
200	54	5.137059666666667E-5	5.215721666666667E-5	
200	55	5.975013333333333E-5	5.7415339999999995E-5	
200	56	5.500812333333334E-5	4.234092333333333E-5	
200	57	6.387797333333332E-5	4.697348333333334E-5	
200	58	7.353164999999999E-5	5.028090333333334E-5	
200	59	6.958831333333333E-5	5.203996333333333E-5	
200	60	6.549684E-5	5.238075333333334E-5	
200	61	7.471245E-5	5.564425333333333E-5	
200	62	7.161549666666667E-5	5.890007333333333E-5	
200	63	8.443284999999999E-5	6.464031666666668E-5	
200	64	8.240530333333334E-5	6.775759333333333E-5	
200	65	8.687439E-5	6.664328333333334E-5	
200	66	8.466360999999997E-5	7.138630666666667E-5	
200	67	9.545636666666666E-5	7.451461666666666E-5	
200	68	9.3472E-5	7.806770666666668E-5	
200	69	1.0879281666666666E-4	8.612643666666666E-5	
200	70	1.0462376666666667E-4	9.377520666666667E-5	
200	71	1.2153027E-4	1.0729602666666666E-4	
200	72	1.0914646666666666E-4	1.0026890666666665E-4	
200	73	1.2003267999999999E-4	9.721428333333333E-5	
200	74	1.1914729333333333E-4	1.0255485666666668E-4	
200	75	1.3251737000000003E-4	1.0592442000000001E-4	
200	76	1.3624093333333332E-4	1.1626627333333332E-4	
200	77	1.5613151666666667E-4	1.2822671333333335E-4	
200	78	1.2930805E-4	1.2184817666666668E-4	
200	79	1.3978432E-4	1.1462961666666667E-4	
200	80	1.5514296333333336E-4	1.3587866E-4	
200	81	1.5143881666666663E-4	1.329845E-4	
200	82	1.6197958000000002E-4	1.5335913333333333E-4	
200	83	1.754896633333333E-4	1.4726443E-4	
200	84	1.7160303333333334E-4	1.5247543E-4	
200	85	1.7602779333333334E-4	1.5799269E-4	
200	86	1.8386233E-4	1.6990250000000002E-4	
200	87	1.8477927000000002E-4	1.5598918666666668E-4	
200	88	1.8208218E-4	1.6180305999999997E-4	
200	89	2.0716738333333333E-4	2.0141956E-4	
200	90	2.1515623333333333E-4	2.1225163666666668E-4	
200	91	2.150928066666666E-4	1.8367162666666666E-4	
200	92	2.2359169333333333E-4	2.0709957666666665E-4	
200	93	2.2830029999999996E-4	1.9886678000000002E-4	
200	94	2.3045285999999997E-4	2.0877084333333334E-4	
200	95	2.575840766666666E-4	2.2266891333333334E-4	
200	96	2.3259896333333334E-4	2.1113896999999996E-4	
200	97	2.5997183999999996E-4	2.2525106666666667E-4	
200	98	2.515793533333333E-4	2.3250319E-4	
200	99	2.767179466666667E-4	2.4035923333333333E-4	
200	100	2.649121866666667E-4	2.4339844333333332E-4	
200	101	2.9332427333333337E-4	2.5990062E-4	
200	102	2.656542066666667E-4	2.4666956666666664E-4	
200	103	3.055471766666667E-4	2.6904208E-4	
200	104	2.918284266666667E-4	2.7009870666666667E-4	
200	105	3.1037559666666665E-4	2.7670101666666666E-4	
200	106	3.2223748666666667E-4	2.978744266666666E-4	
200	107	3.4278314666666675E-4	3.0556770000000005E-4	
200	108	3.527964933333334E-4	3.2440644E-4	
200	109	3.6925339000000006E-4	3.8282619999999997E-4	
200	110	3.346157600000001E-4	3.626778133333333E-4	
200	111	3.7144809999999995E-4	3.349843233333334E-4	
200	112	3.674293833333333E-4	3.4212175333333335E-4	
200	113	3.812958433333333E-4	3.453553966666667E-4	
200	114	3.824172933333333E-4	3.5901893E-4	
200	115	4.0407208333333335E-4	3.6704851333333333E-4	
200	116	4.1075593E-4	3.8684560666666664E-4	
200	117	4.335331966666667E-4	3.9145992E-4	
200	118	4.6572106E-4	4.437720033333333E-4	
200	119	4.699993133333334E-4	4.271132166666666E-4	
200	120	4.613506733333334E-4	4.393439100000001E-4	
200	121	4.8626758333333327E-4	4.4257356E-4	
200	122	5.152078266666666E-4	4.883427399999999E-4	
200	123	4.894315933333333E-4	6.728121566666667E-4	
200	124	4.789569066666666E-4	8.498905733333333E-4	
200	125	5.504723133333333E-4	5.053207066666667E-4	
200	126	5.1787843E-4	4.951490033333334E-4	
200	127	5.527560966666667E-4	5.194477966666667E-4	
200	128	5.5897245E-4	5.382682600000001E-4	
200	129	5.994152433333334E-4	5.105619633333333E-4	
200	130	6.158597099999999E-4	5.409260533333333E-4	
200	131	6.0109358E-4	5.4955323E-4	
200	132	6.045637066666667E-4	5.795394733333334E-4	
200	133	6.308633833333333E-4	5.855275166666666E-4	
200	134	6.138534266666667E-4	5.956131766666667E-4	
200	135	7.058938799999999E-4	6.0961557E-4	
200	136	6.844793900000001E-4	6.058185566666668E-4	
200	137	6.712697333333332E-4	6.320759466666668E-4	
200	138	6.691749033333333E-4	6.456449399999999E-4	
200	139	7.3163378E-4	6.9064164E-4	
200	140	7.298601833333334E-4	7.0944648E-4	
200	141	7.252375933333332E-4	8.481116333333333E-4	
200	142	6.993699199999999E-4	8.357819766666667E-4	
200	143	7.5749629E-4	7.121623166666666E-4	
200	144	7.5224641E-4	7.290917433333332E-4	
200	145	7.893989933333334E-4	7.511167933333332E-4	
200	146	7.708542766666666E-4	7.5923728E-4	
200	147	8.1180115E-4	7.820685066666668E-4	
200	148	7.846011899999999E-4	7.610269733333334E-4	
200	149	9.037773633333333E-4	7.898712366666668E-4	
200	150	8.982006466666665E-4	8.102019833333335E-4	
200	151	8.581821033333334E-4	8.873747766666667E-4	
200	152	9.106034533333333E-4	9.5157109E-4	
200	153	9.134310133333334E-4	9.482823166666667E-4	
200	154	9.149382533333335E-4	9.459873133333334E-4	
200	155	0.0010401002	0.00125770768	
200	156	0.0010379638466666665	0.00124119604	
200	157	0.0010913381933333334	0.0010882071633333333	
200	158	0.0010507026733333335	0.001035570423333333	
200	159	0.0010411053900000002	0.0011145964766666667	
200	160	0.0010672353699999998	0.00113481623	
200	161	0.0010794483533333333	0.0010920753033333334	
200	162	0.0010242842133333335	0.00112951873	
200	163	0.0011478684633333335	0.00108755697	
200	164	0.0011937551133333333	0.0012133551433333334	
200	165	0.0012740550233333334	0.0013479180233333333	
200	166	0.0012309668833333334	0.0012675648799999998	
200	167	0.0011969988700000001	0.0012632378299999999	
200	168	0.0011768886999999999	0.0013185133833333333	
200	169	0.0012401437166666667	0.0012427250766666666	
200	170	0.00123521239	0.0013150567266666665	
200	171	0.0013616419500000001	0.0013100104366666667	
200	172	0.0013260996733333334	0.0012863405266666666	
200	173	0.00132920893	0.0015236913566666667	
200	174	0.0012777087033333332	0.0014258726533333333	
200	175	0.0013801043233333335	0.0014923482966666668	
200	176	0.0013724265466666665	0.0014338226066666667	
200	177	0.00141450222	0.0015597389933333335	
200	178	0.0013827116633333334	0.00151435077	
200	179	0.00144530385	0.00147264482	
200	180	0.0014399116733333332	0.00150428423	
200	181	0.0015210558500000002	0.0018734329066666666	
200	182	0.0014980641766666667	0.0019259310633333332	
200	183	0.0015487464533333335	0.0018157214266666666	
200	184	0.00149711694	0.0015024449699999997	
200	185	0.00157447661	0.0015577083333333335	
200	186	0.0015849941533333334	0.0018273933966666666	
200	187	0.0016667004066666666	0.002490238286666667	
200	188	0.0016714826566666665	0.002593849616666667	
200	189	0.001681539873333333	0.00169681679	
200	190	0.00165269649	0.0016787039633333334	
200	191	0.0017608566266666666	0.0018423977900000003	
200	192	0.0016945402233333332	0.0018255748833333333	
200	193	0.0017660022666666669	0.0017716600966666666	
200	194	0.0017938680966666668	0.0018796566766666667	
200	195	0.001859799806666667	0.001870841816666667	
200	196	0.0018253578999999998	0.0018979155866666667	
